title,puNumber,show_start_date,type,film_studio,production_country,director,producer,age_restriction,refundable_support,nonrefundable_support,budget,financing_source,ratings,genres
Гарри Поттер и орден Феникса /По роману Дж.К.Ролинг/,221004916,2016-02-09T12:00:00.000Z,Художественный,"Уорнер Бразерс, Хэйдей Филмз",США - Великобритания,Дэвид Йетс,"Дэйвид Баррон, Дэйвид Хейман",«16+» - для детей старше 16 лет,,,,,7.7,"фэнтези,приключения,семейный"
Гарри Поттер и орден Феникса /По роману Дж.К.Ролинг/,121026316,2016-09-23T12:00:00.000Z,Художественный,"Уорнер Бразерс, Хэйдей Филмз",США - Великобритания,Дэвид Йетс,"Дэйвид Баррон, Дэйвид Хейман",«16+» - для детей старше 16 лет,,,,,7.7,"фэнтези,приключения,семейный"
Гарри Поттер и тайная комната /По роману Дж.К.Ролинг/,121026016,2016-09-23T12:00:00.000Z,Художественный,"Уорнер Бразерс, Хедэй Филмз/1492 Пикчерз",США,Крис Коламбус,Дейвид Хейман,«12+» - для детей старше 12 лет,,,,,8.0,"фэнтези,приключения,семейный"
Гарри Поттер и узник Азкабана /По роману Дж.К.Ролинг/,221005016,2016-02-09T12:00:00.000Z,Художественный,"Хэйдей Филмз, 1492 Пикчерз, Уорнер Бразерс",США,Альфонсо Куарон,Майкл Барната,«12+» - для детей старше 12 лет,,,,,8.2,"фэнтези,приключения,семейный"
Гарри Поттер и узник Азкабана /По роману Дж.К.Ролинг/,121026116,2016-09-23T12:00:00.000Z,Художественный,"Хэйдей Филмз, 1492 Пикчерз, Уорнер Бразерс",США,Альфонсо Куарон,Майкл Барната,«12+» - для детей старше 12 лет,,,,,8.2,"фэнтези,приключения,семейный"
Гарри Поттер и философский камень /По роману Дж.К.Ролинг/,121025916,2016-09-23T12:00:00.000Z,Художественный,"Уорнер Бразерс, Хэйдэй Филмз/1492 Пикчерз/Данкан Хендерсон",США,Крис Коламбус,Дейвид Хейман,«12+» - для детей старше 12 лет,,,,,8.2,"фэнтези,приключения,семейный"
Гангстер.,221029916,2016-06-21T12:00:00.000Z,Художественный,"Юниверсал Пикчерз, Имэджин Интертейнмент, Рилейтивити Медиа, Скотт Фри Продакшнз",США,Ридли Скотт,"Брайан Грейзер, Ридли Скотт",«18+» - запрещено для детей,,,,,7.9,"драма,криминал,биография"
Готика,221029915,2015-07-29T12:00:00.000Z,Художественный,"Дарк Касл Интертейнмент, Коламбиа Пикчерз, Уорнер Бразерс",США,Матьё Кассовиц,,«18+» - запрещено для детей,,,,,7.1,"ужасы,триллер,детектив"
Горячий снег,111013813,2013-12-19T12:00:00.000Z,Художественный,"Киностудия ""Мосфильм""",СССР,Г.Егиазаров,,«6+» - для детей старше 6 лет,,,,,8.1,"драма,военный"
Гладиатор.,221042216,2016-11-15T12:00:00.000Z,Художественный,"Дримуоркс Пикчерз, Юниверсал Пикчерз",США - Франция,Ридли Скотт,"Бранко Ластиг, Дэвид Францони",«18+» - запрещено для детей,,,,,8.6,"боевик,история,драма"
Доброй ночи и удачи,221010215,2015-04-03T12:00:00.000Z,Художественный,"Уорнер Индепендент Пикчерз, 2929 Продакшнз, Партисипант Продакшнз, Дэвис Филмз, Рэдбус Пикчерз, Тохокашиша Филм Компани, Секшен Эйт, Метрополитен",США - Япония - Франция - Великобритания,Джордж Клуни,Грант Хеслов,«16+» - для детей старше 16 лет,,,,,7.0,"драма,биография,история"
Глаз,121008603,2012-11-05T12:00:00.000Z,Художественный,"Эпплоуз Пикчерз, Премьер Пи-Ар, Рэйнтрее Пикчерз",Гонконг - Сингапур - Таиланд - Великобритания,"Дэнни Панг, Оксид Панг","Питер Хо-Сун Чан, Лоуренс Ченг",«16+» - для детей старше 16 лет,,,,,6.6,"ужасы,триллер,драма"
Гарри Поттер и кубок огня /По роману Дж.К.Ролинг/,221004816,2016-02-09T12:00:00.000Z,Художественный,"Уорнер Бразерс, Хэйдэй Филмз",США - Великобритания,Майк Ньюэлл,Дэйвид Хейман,«16+» - для детей старше 16 лет,,,,,7.9,"фэнтези,приключения,семейный"
Гарри Поттер и кубок огня /По роману Дж.К.Ролинг/,121026216,2016-09-23T12:00:00.000Z,Художественный,"Уорнер Бразерс, Хэйдэй Филмз",США - Великобритания,Майк Ньюэлл,Дэйвид Хейман,«16+» - для детей старше 16 лет,,,,,7.9,"фэнтези,приключения,семейный"
Деньги на двоих,121016905,2015-09-09T12:00:00.000Z,Художественный,"Юниверсал Пикчерз, Космик Интертейнмент, Морган Крик Продакшнз",США,Ди.Джи.Карузо,"Джей Коэн, Уэйн Моррис, Дэвид Си.Робинсон, Джеймс Джи.Робинсон",«16+» - для детей старше 16 лет,,,,,7.1,"драма,криминал,спорт"
Галапагосы 3D.,126004116,2016-08-11T12:00:00.000Z,Документальный,"Аймакс Корпорэйшн, Мандэлэй Медиа Артс",США-Канада,"Эл Гиддингс, Дэвид Кларк","Эл Гиддингс, Дэвид Кларк",«0+» - для любой зрительской аудитории,,,,,6.8,"документальный,короткометражка"
Глаз.,221005615,2015-02-25T12:00:00.000Z,Художественный,"Лайонс Гейт, Парамаунт Вантаж, Круз/Вагнер  Продакшнз, Капитал Артс Интертейнмент, Вертиго Интертейнмент",США,"Дэвид Моро, Хавьер Палю","Пола Вагнер, Дон Гренджер",«16+» - для детей старше 16 лет,,,,,6.6,"ужасы,триллер,драма"
Дорога на Арлингтон,221042914,2014-09-29T12:00:00.000Z,Художественный,"Полиграм Филмд Интертейнмент, Лэйкшор Интертейнмент",США,Марк Пеллингтон,"Том Гораи, Марк Сэмюэлсон, Питер Сэмюэлсон",«16+» - для детей старше 16 лет,,,,,7.5,"триллер,драма"
Дачники,111010514,2014-10-01T12:00:00.000Z,Художественный,"Киностудия ""Мосфильм""",СССР,Б.Бабочкин,,«12+» - для детей старше 12 лет,,,,,6.2,"драма,мелодрама"
